,discoverymethod,pl_masse,pl_name,pl_orbper,pl_rade
511,Transit,750.39663,WASP-36 b,1.53736596,14.874
512,Transit,56.89157,HATS-62 b,3.2768837,11.825
513,Transit,1694.0339,HATS-66 b,3.1414391,15.816
514,Radial Velocity,,WASP-8 c,4323.0,
515,Imaging,5085.28,FU Tau b,,
516,Radial Velocity,,XO-2 S c,120.8,
517,Transit,471.65972,HAT-P-53 b,1.9616241,14.773
518,Transit,251.0857,WASP-11 b,3.72247,12.442
519,Radial Velocity,,XO-2 S b,18.157,
520,Transit,179.89178,XO-2 N b,2.61586178,11.131
521,Transit,183.38791,HATS-69 b,2.2252577,10.593
522,Radial Velocity,,HD 3167 e,96.63,
523,Radial Velocity,,HD 3167 d,8.4112,
524,Radial Velocity,2.82,GJ 486 b,1.467119,1.305
525,Transit,165.2716,WASP-62 b,4.41195,14.796
526,Transit,260.93843,HATS-65 b,3.105161,16.825
527,Transit,,HD 108236 d,14.175685,2.539
528,Radial Velocity,,GJ 1132 c,8.929,
529,Transit,1093.3352,HAT-P-14 b,4.62767,15.917
530,Transit,,Kepler-468 b,38.47875707,13.34
531,Transit,210.40346,HATS-60 b,3.560829,12.924
532,Transit,460.8535,HATS-67 b,1.6091788,18.887
533,Transit,410.0007,HATS-68 b,3.5862202,13.809
534,Transit,4.97,HD 3167 b,0.959641,1.67
535,Transit,,TOI-4336 A b,16.336334,2.12
536,Transit,216.1244,HAT-P-32 b,2.1500082,22.194
537,Transit,2154.8874,HAT-P-70 b,2.74432452,20.961
538,Transit,,HD 108236 e,19.590025,3.083
539,Transit,19.7,HD 183579 b,17.471278,3.55
540,Transit,584.8072,HAT-P-7 b,2.20474,16.926
541,Transit,,HD 108236 f,29.54115,2.017
542,Transit,,HD 108236 b,3.795963,1.615
543,Radial Velocity,,GJ 667 C e,62.24,
544,Transit,6.5,TOI-1798.01,8.02154,2.385
545,Transit,5.6,TOI-1798 c,0.4378146,1.399
546,Transit,8.8,TOI-269 b,3.6977104,2.77
547,Transit,95.03117,WASP-181 b,4.5195064,13.271
548,Transit,,LP 791-18 b,0.9479981,1.212
549,Transit Timing Variations,64.2,WASP-126 c,7.63,
550,Transit,1.32,GJ 1252 b,0.5182331,1.193
551,Transit,392.83788,TOI-677 b,11.2366,13.115
552,Radial Velocity,,HAT-P-17 c,5584.0,
553,Transit,197.05,HAT-P-27 b,3.039577,11.43
554,Transit,5.4,TOI-4438 b,7.44628,2.52
555,Transit,225.6593,WASP-35 b,3.16158,14.572
556,Transit,162.0933,WASP-101 b,3.58572,16.029
557,Transit,721.4741,HAT-P-31 b,5.00542,12.218
558,Transit,404.263,WASP-104 b,1.7554137,12.745
559,Radial Velocity,,WASP-94 B b,2.00839,
560,Transit,568.9157,TrES-5 b,1.48224686,13.384
561,Transit,335.62848,HAT-P-35 b,3.646706,14.93
562,Transit,514.8846,WASP-106 b,9.28971,11.433
563,Transit,371.8611,WASP-82 b,2.70579,18.159
564,Transit,457.6752,WASP-95 b,2.18467,13.787
565,Radial Velocity,7.3,HD 219134 f,22.717,1.31
566,Transit,387.7526,WASP-138 b,3.634433,12.218
567,Transit,258.07796,NGTS-1 b,2.647298,14.908
568,Transit,189.10885,HATS-53 b,3.8537768,15.02
569,Transit,21.14,K2-233 d,24.3645,2.358
570,Transit,282.8687,WASP-145 A b,1.7690381,10.088
571,Transit,117.91493,Qatar-8 b,3.71495,14.404
572,Transit,178.30263,WASP-169 b,5.6114118,14.617
573,Transit,746.9005,WASP-66 b,4.08605,15.693
574,Transit,117.5971,WASP-63 b,4.37808,15.805
575,Transit,147.15455,TIC 139270665 b,23.624,7.23
576,Transit,529.81995,WASP-77 A b,1.36002854,13.787
577,Transit,343.2564,WASP-68 b,5.0843,14.796
578,Transit,152.55,WASP-96 b,3.4252602,13.45
579,Transit,292.4036,HAT-P-33 b,3.47447,20.737
580,Transit,111.871,HAT-P-44 b,4.301219,13.922
581,Transit,95.349,WASP-117 b,10.02165,11.882
582,Transit,1875.197,WASP-89 b,3.3564227,11.657
583,Transit,,TOI-700 c,16.051137,2.6
584,Transit,7.25,HD 86226 c,3.98442,2.16
585,Transit,7.17,TOI-421 b,5.19672,2.68
586,Transit,5.6,LHS 1140 b,24.73723,1.73
587,Transit,1.91,LHS 1140 c,3.77794,1.272
588,Transit,9.5,TOI-125 b,4.65382,2.726
589,Transit,177.98,Kepler-41 b,1.8555582,14.46
590,Transit,6.9,Kepler-18 b,3.504725,2.0
591,Transit,16.4,Kepler-18 d,14.85888,6.98
592,Transit,670.93913,Kepler-5 b,3.5484657,15.984
593,Transit,,K2-116 b,4.655411,0.69
594,Transit,,HAT-P-2 b,5.6335158,
595,Transit,15.4,K2-24 c,42.3391,7.5
596,Transit,19.0,K2-24 b,20.88977,5.4
597,Transit,366.77398,WASP-19 b,0.78883852,15.861
598,Transit,87.40325,WASP-147 b,4.60273,12.498
599,Transit,,pi Men c,6.26791,
600,Transit,,TOI-700 d,37.42396,1.073
601,Transit,317.83,WASP-129 b,5.748145,10.424
602,Transit,368.6828,WASP-133 b,2.176423,13.563
603,Transit,562.24127,WASP-114 b,1.5487743,15.009
604,Transit,166.86075,HAT-P-1 b,4.46529976,14.785
605,Transit,135.0,Kepler-52 b,7.8773565,2.1
606,Transit,,Kepler-176 b,5.433074,1.43
607,Transit,,Kepler-26 e,46.827915,2.41
608,Transit,5.12,Kepler-26 b,12.28,2.78
609,Transit,6.2,Kepler-26 c,17.2559,2.72
610,Transit,4.16,Kepler-60 d,11.8981,1.99
611,Transit,,WASP-132 b,7.133514,10.05
612,Transit,775.5052,WASP-140 b,2.2359835,16.141
613,Transit,854.9627,WASP-141 b,3.310651,13.563
614,Transit,378.85336,HATS-33 b,2.5495551,13.787
615,Radial Velocity,,WASP-53 c,2840.0,
616,Transit,231.69807,WASP-81 b,2.7164762,16.018
617,Transit,1373.0256,Qatar-5 b,2.8792319,12.408
618,Transit,2542.64,WASP-167 b,2.0219596,17.71
619,Transit,1293.5681,KELT-19 A b,4.6117093,21.409
620,Transit,200.2329,HATS-39 b,4.5776348,17.598
621,Transit,505.3497,HATS-40 b,3.2642736,17.71
622,Transit,597.5204,HATS-42 b,2.292102,15.693
623,Transit,,TOI-654.01,1.5275657,2.371
624,Transit,,TOI-880.02,2.5735943,2.778
625,Transit,,TOI-907.01,4.5849129,9.616
626,Transit,,TOI-3353.01,4.6657965,2.667
627,Transit,,TOI-5082.01,4.240122,2.548
628,Transit,,TOI-5388.01,2.594675,1.894
629,Transit,,HIP 41378 c,31.70648,
630,Transit,,HIP 41378 f,1084.0,
631,Transit,270.15415,WASP-79 b,3.662392,17.15
632,Transit,527.5978,WASP-178 b,3.3448285,20.288
633,Transit,,V1298 Tau c,8.24958,5.59
634,Transit,,V1298 Tau d,12.4032,6.41
635,Radial Velocity,,WASP-107 c,1088.0,
636,Transit,161.45764,WASP-177 b,3.071722,17.71
637,Transit,233.92288,Qatar-10 b,1.645321,17.295
638,Transit,327.3649,HATS-58 A b,4.2180896,12.274
639,Transit,314.6517,WASP-175 b,3.0652907,13.54
640,Transit,731.009,WASP-192 b,2.8786765,13.787
641,Transit,0.9,LP 791-18 d,2.753436,1.032
642,Transit,7.1,LP 791-18 c,4.9899093,2.438
643,Transit,13.6,TOI-125 d,19.98,2.93
644,Transit,18.467,TOI-824 b,1.392978,2.926
645,Transit,1341.2426,WASP-186 b,5.026799,12.442
646,Transit,464.98529,TOI-564 b,1.651144,11.433
647,Transit,,TOI-451 b,1.858703,1.91
648,Transit,,K2-155 b,6.342,1.8
649,Transit,,K2-115 b,20.272615,12.06
650,Transit,1.58,TOI-270 b,3.3601538,1.206
651,Transit,4.78,TOI-270 d,11.379573,2.133
652,Transit,1112.39942,TOI-2589 b,61.6277,12.106
653,Microlensing,13.6,KMT-2023-BLG-1431L b,,
654,Transit,56.64,TOI-2374 b,4.31361,6.81
655,Transit,68.2,TOI-3071 b,1.266938,7.16
656,Transit,19.2,TIC 365102760 b,4.21285367,6.21
657,Transit,3932.0,BD-14 3065 b,4.2889731,21.59
658,Transit,,HD 219666 b,6.04345,4.24
659,Radial Velocity,3400.76395,HAT-P-2 c,8500.0,
660,Transit,321.00669,V1298 Tau e,53.5,9.976
661,Transit,,K2-198 d,7.4500177,2.438
662,Transit,,K2-34 b,2.9956348,13.75
663,Transit,163.36462,WASP-118 b,4.0460435,16.141
664,Transit,295.58042,K2-140 b,6.569188,13.563
665,Transit,8654.15,KELT-1 b,1.217514,12.442
666,Transit,4.0,Kepler-51 c,85.312,9.0
667,Transit Timing Variations,0.43,Kepler-138 e,38.23,
668,Transit,327.35,CoRoT-1 b,1.5089557,16.7
669,Transit,14.3,K2-266 e,19.482,2.73
670,Transit,10.9,K2-290 b,9.21165,3.06
671,Transit,15.6,KOI-94 c,10.423648,4.32
672,Transit,1021.18779,HIP 65 A b,0.9809734,22.754
673,Transit,151.916,WASP-31 b,3.4059096,17.363
674,Transit,254.264,WASP-48 b,2.14363,16.814
675,Transit,378.2,XO-5 b,4.1877558,12.78
676,Transit,1332.605,HAT-P-16 b,2.77596,14.448
677,Transit,167.49641,WASP-42 b,4.9816819,12.576
678,Transit,331.801,HAT-P-42 b,4.641878,14.348
679,Transit,4.6,Kepler-105 c,7.1262,1.31
680,Radial Velocity,,GJ 357 c,9.1247,
681,Transit,807.2882,WASP-8 b,8.15872,12.666
682,Transit,607.0553,WASP-46 b,1.43036763,13.159
683,Transit,378.2177,HAT-P-41 b,2.69405,22.978
684,Transit,473.547,WASP-103 b,0.925542,17.127
685,Transit,432.2488,WASP-97 b,2.07276,12.778
686,Transit,692.8694,WASP-87 b,1.682795,15.524
687,Radial Velocity,143.0235,HD 86226 b,1628.0,
688,Transit,540.311,KELT-2 A b,4.11379,15.132
689,Radial Velocity,,HAT-P-13 c,446.27,
690,Transit,158.915,WASP-94 A b,3.95019,17.71
691,Radial Velocity,232.0159,HD 209458 b,3.52474859,15.581
692,Transit,7.8,HD 5278 b,14.339156,2.45
693,Transit,212.94503,TIC 257060897 b,3.660028,16.701
694,Transit,,Kepler-1415 b,0.63642408,1.29
695,Transit,85.8141,WASP-131 b,5.322023,13.675
696,Radial Velocity,,HD 219134 h,2247.0,
697,Transit,467.2101,WASP-93 b,2.7325321,17.901
698,Radial Velocity,,TIC 139270665 c,1010.0,
699,Transit,,GJ 357 b,3.9306,1.2
700,Radial Velocity,120.7754,HD 149026 b,2.87589,8.295
701,Transit,,DS Tuc A b,8.138268,5.7
702,Transit,59.75174,K2-261 b,11.633478,9.528
703,Imaging,4449.62,Oph 11 b,7300000.0,
704,Transit,276.5121,WASP-44 b,2.423804,12.33
705,Transit,8.41,GJ 1214 b,1.58040453,2.733
706,Transit,2.1,Kepler-51 b,45.154,7.1
707,Transit,238.3725,HAT-P-24 b,3.35524,14.572
708,Transit,177.9848,WASP-34 b,4.31768,11.209
709,Transit,279.6904,HAT-P-29 b,5.72319,13.115
710,Transit,740.51,CoRoT-11 b,2.99433,16.03
711,Transit,88.03847,HAT-P-19 b,4.00878322,11.299
712,Transit,306.38812,WASP-45 b,3.126089,10.604
713,Transit,587.41341,HAT-P-36 b,1.32734683,14.314
714,Transit,174.8065,WASP-60 b,4.305,9.864
715,Transit,340.382,HATS-3 b,3.547851,15.48
716,Transit,785.0401,HAT-P-22 b,3.21222,12.89
717,Transit,96.4,TOI-1268 b,8.1577094,9.1
718,Transit,98.841,WASP-20 b,4.8996284,16.388
719,Transit,90.3,WASP-126 b,3.28883,
720,Transit,224.38798,HATS-30 b,3.1743516,13.171
721,Transit,108.0622,HAT-P-67 b,4.8101025,23.371
722,Radial Velocity,,HD 99492 c,95.233,
723,Radial Velocity,,HD 99492 b,17.0503,
724,Radial Velocity,,HD 190007 b,11.724128,
725,Radial Velocity,,HD 2952 b,312.08,
726,Radial Velocity,,HD 4732 b,371.74,
727,Radial Velocity,,HD 4732 c,3184.2,
728,Radial Velocity,,75 Cet b,696.62,
729,Radial Velocity,,75 Cet c,2051.62,
730,Radial Velocity,,81 Cet b,1005.57,
731,Radial Velocity,,eps Tau b,585.82,
732,Radial Velocity,,HD 32518 b,157.35,
733,Radial Velocity,,6 Lyn b,919.86,
734,Radial Velocity,,omi UMa b,1569.81,
735,Radial Velocity,,4 UMa b,270.27,
736,Radial Velocity,,HD 81688 b,183.93,
737,Radial Velocity,,HD 104985 b,199.68,
738,Radial Velocity,,24 Boo b,30.33,
739,Radial Velocity,,omi CrB b,187.01,
740,Radial Velocity,,ome Ser b,278.59,
741,Radial Velocity,,HD 145457 b,176.13,
742,Radial Velocity,,nu Oph c,3180.6,
743,Radial Velocity,,HD 167042 b,417.67,
744,Radial Velocity,,HD 173416 b,322.03,
745,Radial Velocity,,xi Aql b,136.97,
746,Radial Velocity,,18 Del b,982.85,
747,Radial Velocity,,HD 210702 b,355.5,
748,Radial Velocity,,14 And b,186.76,
749,Transit,7.32,TOI-1470 b,2.527093,2.18
750,Radial Velocity,,HD 112300 b,466.63,
751,Transit,,Kepler-111 b,3.341815,1.58
752,Transit,67.059,HAT-P-12 b,3.2130598,10.749
753,Transit,2669.66,Kepler-14 b,6.790123,12.733
754,Radial Velocity,,HD 27894 c,36.07,
755,Transit,,Kepler-58 e,4.45814897,1.61
756,Transit,19.1,TOI-782 b,8.0240015,2.734
757,Transit,19.5,TOI-1448 b,8.112245,2.749
758,Transit,6.8,TOI-2120 b,5.7998164,2.122
759,Microlensing,127.13136,MOA-2022-BLG-563L b,,
760,Microlensing,39.41072,KMT-2023-BLG-0469L b,,
761,Microlensing,38.77507,KMT-2023-BLG-0735L b,,
762,Transit,3.87,Gliese 12 b,12.761408,0.958
763,Transit,188.47225,NGTS-27 b,3.3704181,15.648
764,Transit,6.9,TOI-776 c,15.665323,2.047
765,Transit,7.42,HD 20329 b,0.926118,1.72
766,Transit,4.97,K2-141 b,0.2803244,1.51
767,Radial Velocity,8419.59233,HD 105618 c,77114.07158,
768,Radial Velocity,,HD 11343 c,228.53731,
769,Radial Velocity,2451.72833,HIP 8541 b,1852.14387,
770,Radial Velocity,1551.00263,HD 11506 b,1613.74017,
771,Radial Velocity,,HD 125612 c,4.15466,
772,Radial Velocity,,HD 143361 b,1039.15,
773,Radial Velocity,,LHS 3154 b,3.71778,
774,Transit,5.72,TOI-733 b,4.884765,1.992
775,Transit,1595.4986,TOI-2109 b,0.67247414,15.098
776,Radial Velocity,,rho CrB b,39.8438,
777,Radial Velocity,,rho CrB c,102.19,
778,Radial Velocity,,rho CrB d,282.2,
779,Radial Velocity,,rho CrB e,12.949,
780,Transit,158.9,Kepler-32 c,8.7522,2.0
781,Transit,10.7,K2-285 e,14.76289,1.95
782,Transit,6.31,K2-138 c,3.56004,2.299
783,Transit,4.32,K2-138 g,41.96797,3.013
784,Transit,1.374,TRAPPIST-1 b,1.510826,1.116
785,Transit,0.692,TRAPPIST-1 e,6.101013,0.92
786,Transit,1.039,TRAPPIST-1 f,9.20754,1.045
787,Transit,1.321,TRAPPIST-1 g,12.352446,1.129
788,Transit,,TOI-4527.01,0.3994445,0.909
789,Transit,1.86,GJ 3473 b,1.1980035,1.264
790,Transit,310.83618,TOI-2202 b,11.9101,11.321
791,Transit,,TOI-833 b,1.0418777,1.27
792,Transit,436.69623,HATS-77 b,3.0876262,13.058
793,Transit,,TOI-1227 b,27.36397,9.572
794,Radial Velocity,,TOI-500 d,26.233,
795,Radial Velocity,,TOI-500 e,61.3,
796,Transit,18.496,HD 28109 b,22.89104,2.199
797,Transit,7.943,HD 28109 c,56.00819,4.23
798,Transit,,TOI-871 b,14.362565,1.664
799,Transit,,TOI-1739 b,8.303342,1.695
800,Transit,,TOI-4559 b,3.965991,1.415
801,Transit,,TOI-5799 b,4.164753,1.625
802,Transit,435.42492,HATS-2 b,1.35413379,12.576
803,Transit,212.94503,TOI-1899 b,29.090312,11.097
804,Transit,298.7587,Kepler-849 b,394.62508,8.082
805,Transit,87.08498,PH2 b,282.52542,9.337
806,Transit,122.68177,TOI-2641 b,4.880974,18.103
807,Transit,,TOI-5126 c,17.8999,3.86
808,Transit,86.7,TOI-4860 b,1.5227591,8.7
809,Transit,4096.80817,TOI-4603 b,7.24599,11.68
810,Transit,,K2-87 b,9.726618,7.6
811,Imaging,9344.15517,Luhman 16 b,9697.0,
812,Transit,,TOI-1680 b,4.8026345,1.466
813,Radial Velocity,6299.67686,HD 113337 c,5429.93477,
814,Radial Velocity,,HD 74698 b,15.017,
815,Radial Velocity,,HD 169830 b,225.67372,
816,Radial Velocity,,HIP 19976 b,50.65905,
817,Radial Velocity,905.81096,HD 167677 b,1820.0,
818,Radial Velocity,5943.39121,HD 165131 b,2342.6,
819,Transit,7.57,TOI-1634 b,0.9893455,1.773
820,Transit,3.09,TOI-1685 b,0.6691406,1.7
821,Radial Velocity,2542.62726,HD 114082 b,109.75,11.209
822,Radial Velocity,731.00534,HD 135625 b,4055.0,
823,Radial Velocity,413.17693,HD 185283 b,4060.0,
824,Radial Velocity,3591.461,HD 16905 b,10256.0,
825,Radial Velocity,1207.74795,HD 28254 b,1333.0,
826,Radial Velocity,390.92894,HD 100777 b,383.0,
827,Radial Velocity,603.87397,HD 114783 c,4352.0,
828,Radial Velocity,1493.79351,HD 196050 b,1392.0,
829,Radial Velocity,6992.22495,HD 221420 b,10066.0,
830,Radial Velocity,1430.22783,HIP 70849 b,3649.0,
831,Microlensing,340.0764,KMT-2021-BLG-2010L b,,
832,Microlensing,98.52681,KMT-2022-BLG-1013L b,,
833,Radial Velocity,,GJ 9404 b,13.4586,
834,Radial Velocity,,HIP 38594 c,3477.768,
835,Transit,2946.26933,TOI-4600 c,482.8191,9.42
836,Transit,4.3,TOI-5720 b,1.4344555,1.09
837,Transit,4.0,TOI-6008 b,0.8574347,1.03
838,Transit,,TOI-6086 b,1.3888725,1.18
839,Transit,3.1,K2-138 b,2.35309,1.51
840,Transit,,TOI-813 b,83.8911,6.71
841,Transit,,K2-388 b,6.339069,3.66
842,Transit,27.5,HD 152843 c,24.38,5.83
843,Transit,206.58846,TOI-2184 b,6.90683,11.4
844,Transit,,TOI-4184 b,4.9019804,2.43
845,Microlensing,6674.39655,KMT-2019-BLG-0335L b,,
846,Transit,,Kepler-249 d,15.368459,1.57
847,Transit,,Kepler-205 b,2.75564,1.51
848,Transit,,Kepler-158 c,28.551383,1.9
849,Radial Velocity,2034.1018,HD 120084 b,2142.0,
850,Radial Velocity,4862.77463,HD 14067 b,2744.0,
851,Transit,1951.46642,TIC 279401253 b,76.8,11.209
852,Transit,,TIC 279401253 c,155.3,
853,Radial Velocity,,HD 36384 b,490.0,
854,Transit,,TOI-2266 b,2.326318,1.54
855,Imaging,4703.86042,HIP 81208 C b,104100.0,
856,Radial Velocity,,HN Lib b,36.116,
857,Transit,225.34147,XO-7 b,2.8641424,15.39
858,Radial Velocity,,HD 158259 c,3.432,
859,Transit,1910.14873,TOI-559 b,6.9839095,12.229
860,Transit,200.2319,TOI-1670 c,40.74976,11.063
861,Radial Velocity,,psi1 Dra B b,3117.0,
862,Transit,170.99254,WASP-80 b,3.06785234,11.198
863,Transit,349.613,KOI-12 b,17.855182,13.787
864,Transit Timing Variations,6992.26,Kepler-448 c,2500.0,
865,Transit,772.3269,WASP-99 b,5.75251,11.433
866,Transit,44.17815,WASP-193 b,6.2463345,16.41
867,Transit,1.9,GJ 806 b,0.9263237,1.331
868,Radial Velocity,,GJ 806 c,6.64064,
869,Transit,,TOI-128.01,4.9404681,2.219
870,Transit,,TOI-261.01,3.3639254,3.045
871,Transit,,TOI-1135 b,8.0277283,9.341
872,Transit,756.4354,NGTS-3 A b,1.6753728,16.589
873,Transit,187.512,WASP-70 A b,3.7130203,13.047
874,Transit Timing Variations,117.27868,TOI-2202 c,24.6744,
875,Transit,464.02947,HATS-74 A b,1.73185606,11.568
876,Transit,6.54,K2-265 b,2.369172,1.71
877,Transit,1652.70772,K2-416 b,13.102,2.66
878,Transit,699.2225,K2-417 b,6.535,3.31
879,Transit,,Kepler-347 c,27.320871,1.75
880,Transit,2688.8418,WASP-150 b,5.644207,11.994
881,Radial Velocity,,GJ 357 d,55.661,
882,Transit,915.3504,KELT-9 b,1.4811235,21.196
883,Radial Velocity,,HAT-P-11 c,3407.0,
884,Transit,,HAT-P-11 b,4.88780244,4.36
885,Transit,772.3269,WASP-3 b,1.84683,15.917
886,Transit,451.3186,XO-4 b,4.12508,14.011
887,Radial Velocity,,HD 5278 c,40.87,
888,Transit,37.18611,WASP-139 b,5.924262,8.967
889,Transit,270.47333,TOI-1478 b,10.180249,11.882
890,Transit,,K2-55 b,2.849258,3.82
891,Transit,420.471,HATS-4 b,2.516729,11.433
892,Transit,,TOI-1683.01,3.0575356,2.638
893,Transit,,TOI-1806.01,15.1454693,3.41
894,Transit,,TOI-406.01,13.1757294,1.96
895,Transit,1137.8314,HAT-P-69 b,4.7869491,18.786
896,Radial Velocity,,HAT-P-44 c,872.2,
897,Transit,104.88337,WASP-174 b,4.2337005,16.107
898,Transit,572.07,WASP-37 b,3.577469,13.002
899,Transit,,TOI-4443.01,1.8498567,1.719
900,Transit,,TOI-4495.01,5.1830043,3.63
901,Transit,508.528,WASP-170 b,2.34478022,12.285
902,Transit,10.0,K2-19 d,2.5081,1.11
903,Transit,,K2-198 c,3.3596055,1.423
904,Radial Velocity,,CI Tau c,25.2,
905,Transit,486.2799,TOI-481 b,10.33111,11.097
906,Radial Velocity,,Kepler-68 d,632.62,
907,Radial Velocity,,Kepler-68 e,3455.0,
908,Transit,1.3,Kepler-68 c,9.605027,0.979
909,Transit,9.2,K2-79 b,10.9947,4.09
910,Transit,6.69,TOI-1235 b,3.444714,1.69
911,Transit,58.7,TOI-5398 b,10.590547,10.3
912,Transit,,TOI-4602.01,3.9812091,2.55
913,Radial Velocity,,GJ 1151 c,389.7,
914,Transit,16.0,TOI-5076 b,23.445,3.2
915,Radial Velocity,1334.87931,HD 216437 b,1359.0,
916,Radial Velocity,111.23994,HD 215497 c,566.0,
917,Transit,2.3,Kepler-138 c,13.7815,1.51
918,Transit,2.1,Kepler-138 d,23.0923,1.51
919,Transit,117.5971,WASP-6 b,3.36101,11.545
920,Transit,195.14664,HAT-P-63 b,3.377728,12.543
921,Transit,2.68,K2-3 c,24.646729,1.582
922,Transit,2.2,K2-3 d,44.55603,1.458
923,Transit,,Kepler-731 b,3.85560355,13.88
924,Transit,,Kepler-485 b,3.2432598,14.41
925,Radial Velocity,,HD 142 A d,108.45299,
926,Radial Velocity,,HD 142 b,351.43394,
927,Radial Velocity,3464.64746,HD 142 c,10159.64279,
928,Radial Velocity,1636.18064,HD 151450 c,18144.76236,
929,Radial Velocity,,HD 153557 c,15.27018,
930,Radial Velocity,1878.04806,HD 155918 c,17202.19446,
931,Radial Velocity,,HD 156279 b,133.40355,
932,Radial Velocity,3098.82697,HD 156279 c,4818.25358,
933,Radial Velocity,5500.33841,HD 168443 c,1753.1096,
934,Radial Velocity,,HIP 90988 b,455.73816,
935,Radial Velocity,3177.64841,HD 18143 c,28982.41764,
936,Radial Velocity,,HD 199509 b,99.62167,
937,Radial Velocity,,HD 205158 b,25.33798,
938,Radial Velocity,,HD 213519 b,11.12214,
939,Radial Velocity,5252.75008,HD 25912 c,26308.65619,
940,Radial Velocity,,HD 27894 b,18.01939,
941,Radial Velocity,,HD 28185 b,385.52775,
942,Radial Velocity,,HD 28192 b,14.23283,
943,Radial Velocity,,HD 38529 b,14.3099,
944,Radial Velocity,,GJ 229 A c,121.93268,
945,Radial Velocity,,HD 72892 b,39.44603,
946,Radial Velocity,2753.98315,HD 74156 c,2448.48726,
947,Transit,38.15,TOI-4010 d,14.70886,6.18
948,Radial Velocity,4069.15709,GJ 2030 c,25533.11353,
949,Radial Velocity,1840.86213,GJ 676 A b,1051.44521,
950,Radial Velocity,4288.14087,GJ 676 A c,13921.42302,
951,Radial Velocity,3279.67133,HD 115404 A c,15319.22517,
952,Transit,0.07,Kepler-138 b,10.3134,0.64
953,Radial Velocity,,Gl 686 b,15.53,
954,Radial Velocity,1592.32032,HD 89839 b,3441.0,
955,Transit,184.02357,K2-30 b,4.098503,11.646
956,Transit,246.00042,K2-290 c,48.36685,11.276
957,Transit,1398.452,XO-6 b,3.7650007,23.203
958,Transit,88.989,WASP-39 b,4.055259,14.235
959,Radial Velocity,,HD 196067 b,3638.0,
960,Radial Velocity,,TOI-1634 c,103.0,
961,Radial Velocity,953.48522,HD 108202 b,2990.0,
962,Transit,2129.45033,Kepler-553 c,328.24017,11.579
963,Transit,7310.05336,KOI-2513.01,19.00547,2.802
964,Transit,116.00737,Kepler-553 b,4.030467,4.741
965,Transit,572.094,WASP-105 b,7.87288,10.761
966,Transit,54.98459,HATS-46 b,4.7423729,10.122
967,Transit,273.3338,K2-238 b,3.20466,14.572
968,Transit,43.86032,TOI-257 b,18.38818,7.163
969,Transit,731.009,WASP-72 b,2.21673,14.46
970,Transit,285.72917,WASP-123 b,2.9776412,14.773
971,Transit,301.9385,KELT-12 b,5.031623,19.952
972,Radial Velocity,4.74,HD 219134 b,3.092926,1.602
973,Transit,416.3573,KELT-15 b,3.32944,19.504
974,Transit,133.4886,TOI-201 b,52.97818,11.299
975,Radial Velocity,,WASP-41 c,421.0,
976,Transit,448.1403,HAT-P-57 b,2.4653,19.504
977,Transit,194.82979,HATS-25 b,4.2986432,14.123
978,Transit,95.345,WASP-21 b,4.322482,11.99
979,Transit,174.8065,WASP-159 b,3.840401,15.468
980,Transit,874.0325,KELT-16 b,0.9689951,15.861
981,Transit,375.0394,TOI-157 b,2.0845435,14.415
982,Transit,325.69,TOI-1130 c,8.350231,13.32
983,Transit,466.8287,WASP-50 b,1.9551,13.07
984,Radial Velocity,1525.57635,HD 111998 b,810.0,
985,Transit,232.0159,K2-29 b,3.2588321,13.339
986,Transit,248.86089,HAT-P-66 b,2.972086,17.822
987,Transit,133.4886,WASP-88 b,4.954,16.365
988,Transit,394.1092,WASP-24 b,2.34121,15.468
989,Transit,92.1707,WASP-69 b,3.86814,12.442
990,Transit,416.3573,KELT-17 b,3.0801716,17.094
991,Transit,215.80657,KELT-10 b,4.1662739,15.681
992,Transit,244.09344,HATS-51 b,3.3488702,15.805
993,Transit,,K2-333 b,14.759287,6.18
994,Transit,283.492,HAT-P-45 b,3.128992,15.984
995,Transit,425.57437,NGTS-6 b,0.882059,14.863
996,Transit,1102.82,CoRoT-2 b,1.7429935,16.432
997,Transit,270.1555,WASP-41 b,3.0524,12.33
998,Transit,279.6904,TOI-640 b,5.0037775,19.851
999,Transit,,K2-155 d,40.718,1.9
1000,Transit,73.1009,WASP-29 b,3.92273,8.631
1001,Transit,563.83042,K2-31 b,1.25785,11.882
1002,Transit,371.528,HAT-P-37 b,2.797436,13.204
1003,Transit,82.95363,HATS-43 b,4.3888497,13.227
1004,Transit,346.4347,KPS-1 b,1.706291,11.545
1005,Transit,263.7989,XO-1 b,3.94153,12.778
1006,Transit,255.85315,WASP-92 b,2.1746742,16.376
1007,Transit,271.415,WASP-1 b,2.5199454,16.623
1008,Transit,4.55,HD 110113 b,2.541,2.05
1009,Transit,394.1092,WASP-16 b,3.1186,13.675
1010,Transit,238.05467,HAT-P-9 b,3.92281072,15.614
1011,Transit,8.9,K2-266 d,14.697,2.93
1012,Transit,1547.8321,HAT-P-21 b,4.12448,12.442
1013,Radial Velocity,16.17,HD 219134 d,46.859,1.61
1014,Transit,,TOI-451 c,9.192522,3.1
1015,Transit,106.47305,K2-295 b,4.024867,10.054
1016,Transit,425.8922,WASP-91 b,2.798581,11.545
1017,Transit,213.255,HAT-P-4 b,3.056536,14.28
1018,Transit,886.7457,WASP-158 b,3.656333,11.994
1019,Transit,198.953,HAT-P-28 b,3.257215,13.585
