,disc_year,discoverymethod,pl_name,pl_orbper,pl_rade
516,2016,Transit,Kepler-750 c,4.08899022,1.62
517,2016,Transit,Kepler-889 b,3.744439,1.09
518,2021,Transit,Kepler-633 c,23.78319931,2.296
519,2016,Transit,Kepler-964 b,13.5225106,2.12
520,2016,Transit,Kepler-569 b,34.18890521,3.16
521,2014,Transit,Kepler-80 d,3.07222,1.53
522,2021,Radial Velocity,Kepler-129 d,2646.0,
523,2014,Transit,Kepler-216 c,17.406669,3.04
524,2016,Transit,Kepler-166 d,1.55400393,1.73
525,2014,Transit,Kepler-150 b,3.428054,1.25
526,2016,Transit,Kepler-641 b,9.48961571,1.85
527,2014,Transit,Kepler-243 b,5.715442,2.45
528,2012,Transit,Kepler-58 b,10.2184954,2.78
529,2014,Transit,Kepler-342 b,15.170318,2.25
530,2021,Transit,Kepler-1907 c,14.86390018,1.155
531,2014,Transit,Kepler-291 c,5.700786,1.88
532,2014,Transit,Kepler-246 c,11.187161,1.5
533,2016,Transit,Kepler-922 b,0.93846683,1.42
534,2014,Transit,Kepler-389 c,14.51143,1.46
535,2014,Transit,Kepler-132 c,6.414914,1.28
536,2012,Transit,Kepler-36 b,13.86825,1.498
537,2014,Transit,Kepler-290 b,14.589347,2.25
538,2016,Transit,Kepler-853 b,7.16892463,1.69
539,2014,Transit,Kepler-268 b,25.934138,2.55
540,2014,Transit,Kepler-344 c,125.596809,2.95
541,2016,Transit,Kepler-1117 b,4.79028459,1.11
542,2016,Transit,Kepler-826 b,4.48758907,1.25
543,2016,Transit,Kepler-524 b,7.97419807,1.91
544,2014,Transit,Kepler-82 d,2.382961,1.77
545,2016,Transit,Kepler-1139 b,0.81316672,1.19
546,2016,Transit,Kepler-1093 b,25.0824626,1.95
547,2016,Transit,Kepler-401 d,184.256405,2.27
548,2016,Transit,Kepler-1533 b,308.5471,3.46
549,2016,Transit,Kepler-597 b,13.02365861,2.37
550,2014,Transit,Kepler-381 c,13.391635,1.12
551,2016,Transit,Kepler-888 b,70.6979061,1.76
552,2014,Transit,Kepler-100 c,12.8159,2.2
553,2014,Transit,Kepler-313 b,14.970418,2.53
554,2014,Transit,Kepler-191 b,9.939632,1.34
555,2021,Transit,Kepler-1882 b,13.78730011,1.487
556,2014,Transit,Kepler-265 d,43.130617,2.49
557,2016,Transit,Kepler-642 b,4.41745855,2.9
558,2019,Transit,KELT-23 A b,2.255251,14.83
559,2014,Transit,Kepler-139 c,157.072878,3.38
560,2011,Transit,Kepler-31 c,42.6318,5.3
561,2016,Transit,Kepler-1012 b,5.50860439,1.29
562,2014,Transit,Kepler-239 c,56.228098,2.51
563,2011,Transit,Kepler-20 c,10.8540774,2.894
564,2024,Transit Timing Variations,Kepler-51 e,264.284,
565,2016,Transit,Kepler-1264 b,0.96852602,1.18
566,2014,Transit,Kepler-149 b,29.198943,4.21
567,2016,Transit,Kepler-498 b,9.61375356,3.03
568,2012,Transit,Kepler-65 c,5.859944,2.58
569,2011,Transit,Kepler-27 b,15.3348,4.0
570,2014,Transit,Kepler-202 c,16.282493,1.85
571,2014,Transit,Kepler-124 c,13.821375,1.75
572,2014,Transit,Kepler-256 b,1.620493,1.59
573,2023,Transit,Kepler-1991 b,13.26079792,1.47
574,2013,Transit,Kepler-37 d,39.7922622,2.03
575,2016,Transit,Kepler-1370 c,7.44142113,1.27
576,2014,Transit,Kepler-24 e,18.998355,2.78
577,2016,Transit,Kepler-513 b,28.86235584,2.2
578,2014,Transit,Kepler-230 c,91.773242,2.04
579,2023,Transit,Kepler-164 e,94.886902,4.24
580,2016,Transit,Kepler-1385 b,2.88879862,0.85
581,2014,Transit,Kepler-275 d,35.676062,3.33
582,2014,Transit,Kepler-117 c,50.790391,12.341
583,2021,Transit,Kepler-1843 b,25.54339981,2.709
584,2012,Transit,Kepler-59 c,17.9801235,1.98
585,2016,Transit,Kepler-1193 b,2.83265213,1.32
586,2016,Transit,Kepler-1365 b,7.69993485,0.92
587,2012,Transit,Kepler-60 c,8.9187,1.9
588,2014,Transit,Kepler-375 c,19.986326,2.65
589,2014,Transit,Kepler-238 c,6.155557,2.39
590,2016,Transit,Kepler-1020 b,96.9151496,2.28
591,2014,Transit,Kepler-389 b,3.244107,1.51
592,2014,Transit,Kepler-299 c,6.885875,2.65
593,2012,Transit,Kepler-60 d,11.8981,1.99
594,2014,Transit,Kepler-234 c,7.21205,3.51
595,2024,Transit,Kepler-158 d,0.645088,0.43
596,2016,Transit,Kepler-598 b,3.70175428,1.5
597,2014,Transit,Kepler-137 b,8.436387,1.47
598,2014,Transit,Kepler-254 d,18.746477,2.5
599,2009,Transit,Kepler-6 b,3.2346996,14.617
600,2014,Transit,Kepler-130 b,8.457458,1.02
601,2011,Transit,Kepler-15 b,4.942782,10.76
602,2023,Transit,Kepler-1990 b,1.73513619,3.27
603,2016,Transit,Kepler-533 b,28.51120525,3.38
604,2016,Transit,Kepler-962 b,12.05707239,1.97
605,2013,Transit,Kepler-307 b,10.4208,2.43
606,2016,Transit,Kepler-1572 b,5.49548621,0.94
607,2014,Transit,Kepler-156 b,4.973456,2.3
608,2023,Transit,Kepler-297 d,150.0189511,32.6
609,2014,Transit,Kepler-173 c,8.005777,2.43
610,2011,Transit,Kepler-20 f,19.578328,0.952
611,2016,Transit,Kepler-744 b,12.06222443,1.62
612,2010,Transit,Kepler-11 d,22.6845,3.12
613,1999,Radial Velocity,HD 209458 b,3.52474859,15.581
614,2013,Transit,KELT-3 b,2.70339,17.486
615,2016,Transit,Kepler-531 b,29.88485741,2.78
616,2011,Transit,Kepler-33 e,31.7844,4.02
617,2014,Transit,Kepler-246 b,4.60182,2.34
618,2016,Transit,Kepler-634 b,5.16950177,1.89
619,2014,Transit,Kepler-212 b,16.257582,1.09
620,2014,Transit,Kepler-382 c,12.162701,1.59
621,2021,Transit,Kepler-1719 b,6.14955997,3.95
622,2014,Transit,Kepler-126 c,21.869741,1.58
623,2014,Transit,Kepler-193 c,50.697494,2.75
624,2016,Transit,Kepler-600 b,23.67517607,2.9
625,2011,Transit,WASP-50 b,1.9551,13.07
626,2019,Transit,V1298 Tau d,12.4032,6.41
627,2016,Transit,Kepler-1542 e,5.10115756,0.76
628,2012,Transit,Kepler-80 c,9.52355,2.74
629,2020,Transit,Kepler-385 d,56.4159,2.619
630,2014,Transit,Kepler-171 d,39.595519,1.89
631,2014,Transit,Kepler-53 d,9.751962,2.12
632,2016,Transit,Kepler-603 c,127.9075774,6.5
633,2016,Transit,Kepler-1312 b,5.44832529,2.1
634,2014,Transit,Kepler-216 b,7.693641,2.35
635,2014,Transit,Kepler-349 c,12.247629,1.96
636,2014,Transit,Kepler-169 f,87.090195,2.58
637,2012,Transit,Kepler-53 b,18.6489525,2.89
638,2016,Transit,Kepler-1542 c,2.89223021,0.65
639,2016,Transit,Kepler-473 b,14.55731705,4.08
640,2016,Transit,Kepler-1371 b,3.4462039,0.73
641,2014,Transit,Kepler-221 b,2.795906,1.71
642,2020,Transit,Kepler-1665 b,11.9548,2.839
643,2016,Transit,Kepler-506 b,6.8834055,2.73
644,2016,Transit,Kepler-635 b,23.44971004,2.64
645,2021,Transit,Kepler-1715 b,35.59730148,4.14
646,2016,Transit,Kepler-639 b,10.21420496,2.38
647,2012,Transit,Kepler-53 c,38.5583038,3.17
648,2021,Transit,Kepler-418 c,12.21829987,5.221
649,2014,Transit,Kepler-203 c,5.370647,2.47
650,2016,Transit,Kepler-1232 b,26.7839183,1.93
651,2021,Transit,Kepler-1861 b,40.0306015,2.207
652,2014,Transit,Kepler-313 c,32.273273,2.57
653,2016,Transit,Kepler-549 b,42.9495649,2.57
654,2016,Transit,Kepler-1397 b,47.449955,1.72
655,2014,Transit,Kepler-208 e,16.259458,1.48
656,2014,Transit,Kepler-314 b,2.461069,0.83
657,2016,Transit,Kepler-603 b,21.05358596,2.65
658,2017,Radial Velocity,Kepler-19 d,62.95,
659,2013,Transit,Kepler-77 b,3.57878087,10.761
660,2014,Transit,Kepler-385 c,15.163161,3.04
661,2014,Transit,Kepler-422 b,7.8914483,12.89
662,2014,Transit,Kepler-274 c,33.197861,1.84
663,2016,Transit,Kepler-218 d,124.5244647,2.66
664,2013,Transit,Kepler-62 f,267.291,1.41
665,2013,Transit,Kepler-277 b,17.324,2.92
666,2016,Transit,Kepler-1082 b,1.5432066,1.12
667,2014,Transit,Kepler-360 b,3.289672,1.65
668,2014,Transit,Kepler-85 e,25.216751,1.27
669,2013,Transit,Kepler-37 c,21.301848,0.755
670,2014,Transit,Kepler-174 b,13.98179,1.96
671,2011,Transit,Kepler-23 b,7.1,1.638
672,2021,Transit,Kepler-1947 b,6.9636302,1.01
673,2016,Transit,Kepler-820 b,127.8338098,6.09
674,2014,Transit,Kepler-137 c,18.735753,1.88
675,2014,Transit,Kepler-373 b,5.535309,1.36
676,2015,Radial Velocity,Kepler-432 c,406.2,
677,2014,Transit,Kepler-131 b,16.092,2.41
678,2014,Transit,Kepler-143 b,16.007583,2.41
679,2016,Transit,Kepler-561 c,5.35016198,2.68
680,2014,Transit,Kepler-250 d,17.648312,2.18
681,2013,Transit,Kepler-276 d,48.648,2.8
682,2014,Transit,Kepler-304 d,9.653471,2.75
683,2023,Transit,Kepler-1921 c,3.15722086,1.41
684,2014,Transit,Kepler-184 c,20.303005,1.97
685,2021,Transit,Kepler-1870 b,3.60694003,2.101
686,2014,Transit,Kepler-312 b,1.772419,1.29
687,2016,Transit,Kepler-831 b,5.62153941,1.27
688,2014,Transit,Kepler-295 b,12.645164,1.22
689,2016,Transit,Kepler-458 c,20.74028413,4.2
690,2020,Transit,Kepler-783 c,7.05395,2.332
691,2014,Transit,Kepler-286 b,1.796302,1.24
692,2014,Transit,Kepler-218 b,3.619337,1.48
693,2018,Radial Velocity,CoRoT-20 c,1675.0,
694,2013,Transit,KOI-142 b,10.91647,3.438
695,2014,Transit,Kepler-348 c,17.265427,1.33
696,2014,Transit,Kepler-418 b,86.67856,13.45
697,2018,Transit,WASP-172 b,5.477433,17.598
698,2018,Transit,K2-287 b,14.893291,9.494
699,2016,Transit,Kepler-1583 b,9.32807355,0.6
700,2013,Transit,Kepler-37 b,13.36702,0.31
701,2016,Transit,Kepler-960 b,3.12686223,2.29
702,2014,Transit,Kepler-162 c,19.446355,3.03
703,2023,Transit,Kepler-347 d,85.517344,3.04
704,2014,Transit,Kepler-335 c,67.844469,3.07
705,2014,Transit,Kepler-245 d,36.277108,3.03
706,2016,Transit,Kepler-1158 b,13.5396293,2.34
707,2014,Transit,Kepler-198 b,17.790037,2.82
708,2014,Transit,Kepler-320 b,8.371554,1.14
709,2016,Transit,Kepler-859 b,20.38177573,3.09
710,2016,Transit,Kepler-646 b,15.87364565,1.99
711,2021,Transit,Kepler-1827 b,3.70061994,1.856
712,2014,Transit,Kepler-206 b,7.781987,1.2
713,2011,Transit,Kepler-33 d,21.77596,5.35
714,2016,Transit,Kepler-990 b,9.91723428,2.6
715,2014,Transit,Kepler-319 d,31.781925,2.29
716,2014,Transit,Kepler-262 b,13.060855,1.36
717,2016,Transit,Kepler-1540 b,125.4131177,2.49
718,2023,Transit Timing Variations,Kepler-1976 b,4.95931924,12.21
719,2014,Transit,Kepler-363 b,3.614568,1.16
720,2012,Transit,Kepler-58 c,15.5741568,2.86
721,2014,Transit,Kepler-348 b,7.05677,1.52
722,2014,Transit,Kepler-111 c,224.77833,7.084
723,2014,Transit,Kepler-305 d,16.74,2.76
724,2014,Transit,Kepler-51 d,130.194,9.7
725,2015,Transit,Kepler-435 b,8.6001536,22.31
726,2014,Transit,Kepler-126 d,100.283134,2.5
727,2018,Transit,Kepler-1655 b,11.8728787,2.213
728,2016,Transit,Kepler-601 b,5.37886844,1.9
729,2020,Transit,Kepler-1698 b,1.2107,1.073
730,2016,Transit,Kepler-1008 b,12.43931193,1.28
731,2014,Transit,Kepler-134 b,5.317429,2.0
732,2014,Transit,Kepler-338 b,13.726976,2.44
733,2014,Transit,Kepler-311 c,19.738286,1.43
734,2016,Transit,Kepler-520 c,5.21104261,1.07
735,2014,Transit,Kepler-221 e,18.369917,2.63
736,2014,Transit,Kepler-272 b,2.971353,1.43
737,2016,Transit,Kepler-543 b,13.89961966,2.5
738,2015,Transit,Kepler-447 b,7.79430132,18.49
739,2014,Transit,Kepler-164 d,28.986769,2.45
740,2014,Transit,Kepler-109 b,6.4816307,2.49
741,2016,Transit,Kepler-1388 e,37.6327084,2.46
742,2016,Transit,Kepler-1382 b,16.3583055,1.88
743,2016,Radial Velocity,Kepler-56 d,1002.0,
744,2016,Transit,Kepler-1542 b,3.95116882,0.76
745,2016,Transit,Kepler-545 b,13.24934059,2.69
746,2014,Transit,Kepler-122 d,21.587475,2.2
747,2014,Transit,Kepler-166 c,34.260281,2.38
748,2014,Transit,Kepler-48 d,42.8961,2.04
749,2021,Transit,Kepler-1718 b,135.1880035,2.569
750,2020,Transit,Kepler-1700 b,234.239,2.901
751,2014,Transit,Kepler-297 b,38.871826,2.87
752,2016,Transit,Kepler-932 b,1.9214374,1.37
753,2016,Transit,Kepler-154 e,3.93276465,1.5
754,2014,Transit,Kepler-185 b,1.6329,1.17
755,2016,Transit,Kepler-1482 b,12.25383217,1.01
756,2014,Transit,Kepler-178 d,96.678988,3.95
757,2014,Transit,Kepler-149 c,55.328328,1.61
758,2016,Transit,Kepler-487 c,38.6519976,2.68
759,2014,Transit,Kepler-150 c,7.381998,3.69
760,2014,Transit,Kepler-309 b,5.923653,1.56
761,2016,Transit,Kepler-657 b,24.54350418,3.52
762,2014,Transit,Kepler-222 d,28.081912,3.69
763,2014,Transit,Kepler-150 e,30.826557,3.12
764,2014,Transit,Kepler-160 b,4.309397,1.715
765,2016,Transit,Kepler-795 b,29.6193421,1.68
766,2016,Transit,Kepler-1085 b,219.3217528,7.22
767,2016,Transit,Kepler-794 b,11.13125132,2.11
768,2014,Transit,Kepler-206 d,23.44281,1.19
769,2016,Transit,Kepler-1256 b,12.4127754,1.49
770,2021,Transit,Kepler-1816 b,91.50099945,1.968
771,2014,Transit,Kepler-103 c,179.60978,5.45
772,2014,Transit,Kepler-122 b,5.766193,2.34
773,2014,Transit,Kepler-234 b,2.711506,3.7
774,2023,Transit,Kepler-1834 c,0.76669152,1.22
775,2016,Transit,Kepler-896 b,144.547396,2.53
776,2016,Transit,Kepler-648 b,17.4211749,3.22
777,2021,Transit,Kepler-1090 c,42.42720032,3.293
778,2023,Radial Velocity,Kepler-454 d,4073.0,
779,2014,Transit,Kepler-294 c,6.6264,2.71
780,2021,Transit,Kepler-1863 b,44.99760056,2.263
781,2016,Transit,Kepler-1166 b,33.2406882,1.69
782,2014,Transit,Kepler-306 b,4.646186,1.52
783,2014,Transit,Kepler-321 b,4.915379,1.77
784,2011,Transit,Kepler-24 c,12.33,2.514
785,2014,Transit,Kepler-217 c,8.586004,1.85
786,2014,Transit,Kepler-210 b,2.453234,2.94
787,2016,Transit,Kepler-605 b,3.38353807,1.44
788,2021,Transit,Kepler-1775 b,85.65399933,3.648
789,2014,Transit,Kepler-209 b,16.087845,2.26
790,2014,Transit,Kepler-169 d,8.348125,1.25
791,2016,Transit,Kepler-638 b,6.07972888,1.83
792,2014,Transit,Kepler-242 c,14.496481,2.0
793,2014,Transit,Kepler-133 b,8.129976,1.76
794,2014,Transit,Kepler-219 c,22.714613,3.58
795,2016,Transit,Kepler-1066 b,1.93155984,2.36
796,2016,Transit,Kepler-1209 b,25.369116,1.51
797,2016,Transit,Kepler-725 b,39.64317811,10.63
798,2014,Transit,Kepler-393 b,9.182417,1.29
799,2016,Transit,Kepler-1442 b,81.4162941,3.93
800,2016,Transit,Kepler-1173 b,0.7698536,0.89
801,2014,Transit,Kepler-364 b,25.745718,1.55
802,2016,Transit,Kepler-645 b,3.27582262,2.1
803,2016,Transit,Kepler-1003 b,3.55485691,1.78
804,2014,Transit,Kepler-301 c,5.419026,1.35
805,2013,Transit,Kepler-62 d,18.16406,1.95
806,2010,Transit,Kepler-9 b,19.23891,8.29
807,2016,Transit,Kepler-1040 b,201.1214,2.08
808,2016,Transit,Kepler-1215 b,4.76703963,1.22
809,2023,Radial Velocity,Kepler-68 e,3455.0,
810,2014,Transit,Kepler-238 b,2.090876,1.73
811,2016,Transit,Kepler-952 b,130.3546919,7.65
812,2015,Transit,Kepler-434 b,12.8747099,12.67
813,2014,Transit,Kepler-244 b,4.311792,2.76
814,2012,Transit,Kepler-50 c,9.37647,2.17
815,2014,Transit,Kepler-212 c,31.805174,2.74
816,2016,Transit,Kepler-848 b,6.91134416,1.7
817,2016,Transit,Kepler-1323 b,0.92990668,1.52
818,2014,Transit,Kepler-206 c,13.137471,1.77
819,2016,Transit,Kepler-640 b,22.24813967,2.56
820,2014,Transit,Kepler-223 c,9.84564,3.44
821,2013,Transit,Kepler-102 e,16.1456994,2.17
822,2014,Transit,Kepler-309 c,105.356383,2.51
823,2016,Transit,Kepler-1422 b,18.6051942,2.02
824,2014,Transit,Kepler-402 e,11.242861,1.46
825,2016,Transit,Kepler-1081 b,3.85691855,1.01
826,2014,Transit,Kepler-384 b,22.597053,1.12
827,2014,Transit,Kepler-242 b,8.20395,2.61
828,2014,Transit,Kepler-149 d,160.018032,3.96
829,2009,Transit,Kepler-7 b,4.8854892,18.181
830,2016,Transit,Kepler-1598 b,4.34195123,0.95
831,2014,Transit,Kepler-346 b,6.511127,2.66
832,2014,Transit,Kepler-372 d,30.092568,1.69
833,2014,Transit,Kepler-201 b,25.672083,2.46
834,2014,Transit,Kepler-171 c,11.463462,2.56
835,2014,Transit Timing Variations,Kepler-416 c,12.209,
836,2014,Transit,Kepler-147 c,33.416423,2.43
837,2021,Transit,Kepler-1834 b,4.60301018,1.459
838,2014,Transit,Kepler-208 c,7.466623,1.39
839,2016,Transit,Kepler-523 b,5.83598311,1.96
840,2011,Transit,Kepler-18 d,14.85888,6.98
841,2016,Transit,Kepler-1068 b,16.92344113,3.63
842,2016,Transit,Kepler-1479 b,14.53261362,1.83
843,2016,Transit,Kepler-1013 b,18.93054959,2.15
844,2016,Transit,Kepler-653 c,0.90037648,0.78
845,2016,Transit,Kepler-631 b,17.97979059,2.9
846,2021,Transit,Kepler-1814 b,2.93535996,2.37
847,2016,Transit,Kepler-1054 b,4.30655689,2.63
848,2023,Transit,Kepler-549 d,24.61480613,4.2
849,2016,Transit,Kepler-973 b,49.6077331,1.96
850,2014,Transit,Kepler-347 b,12.79836,1.97
851,2014,Transit,Kepler-200 b,8.594805,2.13
852,2014,Transit,Kepler-290 c,36.77031,2.7
853,2016,Transit,Kepler-481 b,10.06082567,2.5
854,2016,Transit,Kepler-637 b,23.20584623,4.75
855,2020,Transit,Kepler-1667 b,83.5781,2.984
856,2016,Transit,Kepler-1440 b,39.859484,1.26
857,2016,Transit,Kepler-750 b,9.42887179,3.07
858,2021,Transit,Kepler-1709 b,65.70459747,3.124
859,2014,Transit,Kepler-326 d,6.766888,1.21
860,2014,Transit,Kepler-377 c,27.014976,2.06
861,2017,Transit,Kepler-80 g,14.64558,1.13
862,2016,Transit,Kepler-775 b,0.97486893,1.19
863,2016,Transit,Kepler-157 d,7.02573474,1.46
864,2016,Transit,Kepler-784 b,31.5922646,1.58
865,2014,Transit,Kepler-311 b,9.176092,1.7
866,2014,Transit,Kepler-93 b,4.72673978,1.478
867,2014,Transit,Kepler-154 b,33.040532,2.26
868,2014,Transit,Kepler-292 c,3.715335,1.47
869,2021,Transit,Kepler-1936 b,126.5569992,3.166
870,2021,Transit,Kepler-1809 b,3.7572999,1.513
871,2016,Transit,Kepler-923 b,6.93366476,1.38
872,2015,Transit,Kepler-92 d,49.3568,2.067
873,2016,Transit,Kepler-1067 b,0.76212926,0.8
874,2016,Transit,Kepler-484 b,10.04556931,2.28
875,2014,Transit,Kepler-330 c,15.955387,1.95
876,2014,Transit,Kepler-179 c,6.40013,2.0
877,2021,Transit,KOI-1831 d,34.169,1.13
878,2014,Transit,Kepler-199 b,23.637604,3.11
879,2015,Transit,Kepler-431 b,6.803,0.764
880,2016,Transit,Kepler-1017 b,7.23400469,1.99
881,2021,Transit,Kepler-1731 b,21.76129913,2.933
882,2015,Transit,Kepler-450 d,7.51464,0.837
883,2020,Transit,Kepler-1514 c,10.514181,1.176
884,2023,Transit,Kepler-1979 b,18.5084526,29.33
885,2016,Transit,Kepler-471 b,5.01423457,14.96
886,2014,Transit,Kepler-211 b,4.138575,1.26
887,2013,Transit,Kepler-128 c,22.8,1.521
888,2014,Transit,Kepler-229 d,41.194912,3.85
889,2010,Transit,Kepler-11 f,46.6888,2.49
890,2014,Transit,Kepler-123 b,17.232366,2.94
891,2014,Transit,Kepler-377 b,12.509529,1.39
892,2021,Transit,Kepler-511 c,26.62949944,4.21
893,2016,Transit,Kepler-217 d,3.88689525,1.32
894,2013,Transit,Kepler-62 b,5.714932,1.31
895,2014,Transit,Kepler-332 d,34.21154,1.18
896,2020,Transit,Kepler-1675 b,63.0382,3.125
897,2016,Transit,Kepler-949 b,8.6893073,2.91
898,2014,Transit,Kepler-224 b,3.132924,1.39
899,2016,Transit,Kepler-526 b,5.45849832,1.99
900,2014,Transit,Kepler-368 b,26.84768,3.26
901,2014,Transit,Kepler-132 b,6.178196,1.21
902,2014,Transit,Kepler-338 d,44.431014,3.0
903,2013,Transit,Kepler-238 e,23.654,5.6
904,2021,Transit,Kepler-1879 b,10.61340046,2.065
905,2014,Transit,Kepler-139 b,15.771044,2.94
906,2014,Transit,Kepler-224 d,11.349393,2.3
907,2016,Transit,Kepler-1226 b,17.2923453,1.45
908,2014,Transit,Kepler-344 b,21.963945,2.61
909,2016,Transit,Kepler-858 b,76.13602028,4.87
910,2014,Transit,Kepler-106 c,13.5708,2.5
911,2023,Transit,Kepler-139 d,7.30569992,1.695
912,2014,Transit,Kepler-288 b,6.097326,1.67
913,2016,Transit,Kepler-1269 b,37.3331536,1.63
914,2014,Transit,Kepler-293 b,19.254196,3.07
915,2023,Radial Velocity,Kepler-48 f,5219.681854,
916,2022,Radial Velocity,Kepler-1656 c,1919.0,
917,2014,Transit,Kepler-162 b,6.919798,1.26
918,2016,Transit,Kepler-475 b,3.10550819,2.49
919,2016,Transit,Kepler-633 b,8.50340718,1.63
920,2014,Transit,Kepler-129 c,82.2,2.52
921,2016,Transit,Kepler-984 b,43.0342272,2.12
922,2014,Transit,Kepler-104 c,23.668205,3.13
923,2023,Transit,Kepler-1126 c,199.66876,1.45
924,2020,Transit,Kepler-598 c,86.4945,3.024
925,2016,Transit,Kepler-1163 b,6.11786898,1.03
926,2013,Transit Timing Variations,KOI-142 c,22.26492,
927,2016,Transit,Kepler-132 e,110.2869374,1.18
928,2014,Transit,Kepler-164 b,5.03503,1.41
929,2014,Transit,Kepler-159 c,43.595792,3.41
930,2016,Transit,Kepler-655 b,46.4063358,2.71
931,2011,Transit,Kepler-20 e,6.0984882,0.821
932,2014,Transit,Kepler-424 b,3.3118644,9.98
933,2012,Transit,Kepler-50 b,7.81254,1.71
934,2016,Transit,Kepler-1573 b,2.6157554,1.2
935,2021,Transit,Kepler-1750 b,205.9120026,6.004
936,2021,Transit,Kepler-1913 b,14.1960001,1.519
937,2014,Transit,Kepler-425 b,3.79701816,10.962
938,2021,Transit,Kepler-1815 b,12.19139957,2.749
939,2014,Transit,Kepler-336 d,20.678772,2.37
940,2024,Transit,Kepler-963 c,0.919783,0.6
941,2016,Transit,Kepler-529 b,1.98035766,1.86
942,2021,Transit,Kepler-1732 b,32.31240082,4.099
943,2020,Transit,Kepler-1694 b,3.89526,1.18
944,2016,Transit,Kepler-918 b,4.85386933,1.74
945,2019,Transit,KOI-1599.01,20.4415,1.9
946,2016,Transit,Kepler-787 b,0.9283105,1.28
947,2016,Transit,Kepler-1186 b,16.07677615,2.23
948,2016,Transit,Kepler-1062 b,9.30412078,1.76
949,2015,Transit,Kepler-444 b,3.6001053,0.403
950,2016,Transit,Kepler-1142 b,18.3027248,1.47
951,2021,Transit,Kepler-1819 b,16.48690033,3.904
952,2016,Transit,Kepler-1490 b,92.4362973,3.04
953,2016,Transit,Kepler-953 b,88.40655258,4.21
954,2024,Transit,TOI-6651 b,5.056973,5.09
955,2018,Transit,K2-277 b,6.326768,2.186
956,2021,Transit,TOI-1518 b,1.902603,21.017
957,2020,Transit,TOI-813 b,83.8911,6.71
958,2020,Transit,WASP-186 b,5.026799,12.442
959,2021,Transit,TOI-532 b,2.3266508,5.82
960,2021,Transit,TOI-1431 b,2.650237,16.701
961,2022,Transit,K2-371 b,3.114905,13.024
962,2022,Transit,TOI-1670 c,40.74976,11.063
963,2022,Transit,TOI-1670 b,10.98462,2.06
964,2010,Transit,CoRoT-8 b,6.21229,6.39
965,2010,Transit,CoRoT-10 b,13.2406,10.87
966,2010,Transit,CoRoT-12 b,2.828042,16.14
967,2020,Radial Velocity,WASP-148 c,34.524,
968,2022,Transit,HIP 94235 b,7.713057,3.0
969,2022,Transit,TOI-2567 b,5.983944,10.929
970,2014,Radial Velocity,GJ 229 b,579.47495,
971,2020,Transit,HD 191939 b,8.8803256,3.41
972,2020,Transit,HD 191939 c,28.579743,3.195
973,2022,Radial Velocity,HD 191939 e,101.12,
974,2023,Transit,TOI-1416 b,1.0697568,1.62
975,2023,Transit,GJ 806 b,0.9263237,1.331
976,2019,Transit,V1298 Tau e,53.5,9.976
977,2024,Transit,TOI-1836 c,1.7727471,2.6
978,2020,Transit,HD 63433 c,20.543847,2.582
979,2024,Transit,TOI-1248 b,4.3601561,6.808
980,2016,Transit,Kepler-1056 b,27.495606,3.01
981,2016,Transit,Kepler-841 b,124.4198398,5.23
982,2021,Transit,Kepler-1875 b,34.45859909,3.227
983,2021,Transit,Kepler-1914 b,30.82789993,2.943
984,2021,Transit,Kepler-1722 b,9.17856979,2.867
985,2014,Transit,Kepler-186 e,22.407704,1.27
986,2023,Transit,Kepler-1987 d,5.64491415,2.66
987,2014,Transit,Kepler-205 b,2.75564,1.51
988,2021,Transit,Kepler-1836 b,5.25416994,2.553
989,2016,Transit,Kepler-1153 b,1.75583533,1.73
990,2016,Transit,Kepler-1011 b,5.75322197,2.87
991,2014,Transit,Kepler-49 e,18.596108,1.56
992,2016,Transit,Kepler-1064 b,16.54080322,1.55
993,2016,Transit,Kepler-1527 b,160.129918,4.77
994,2014,Transit,WASP-73 b,4.08722,15.917
995,2016,Transit,Kepler-860 b,5.10137945,3.24
996,2016,Transit,Kepler-1212 b,12.94130146,2.14
997,2016,Transit,Kepler-1010 b,34.2685705,2.32
998,2016,Transit,Kepler-1101 b,81.3151059,2.47
999,2016,Transit,Kepler-1127 b,5.12330347,1.96
1000,2016,Transit,Kepler-728 b,5.74347727,3.34
1001,2016,Transit,Kepler-928 b,3.9324613,1.59
1002,2021,Transit,Kepler-1717 b,30.65279961,2.989
1003,2016,Transit,Kepler-1102 b,51.3285623,2.66
1004,2016,Transit,Kepler-1410 b,60.866168,1.78
1005,2016,Transit,Kepler-1354 b,76.613377,2.97
1006,2023,Transit,Kepler-1610 c,44.9851885,2.09
1007,2016,Transit,Kepler-904 b,3.02166863,1.77
1008,2016,Transit,Kepler-669 b,4.12554687,4.83
1009,2021,Transit,Kepler-1771 b,88.64399719,4.055
1010,2016,Transit,Kepler-1456 b,18.1373829,1.14
